content,x,y
CT1,"184.125","5533.135"
"Das Produkt selbst brennt nicht.","70.298","2082.647"
"Das Produkt selbst brennt nicht.","70.298","3852.981"
"Die Einstufungskriterien für diese Gefahrenklasse entsprechen nicht der Definition.","70.298","4398.1978"
"Die Einstufungskriterien für diese Gefahrenklasse entsprechen nicht der Definition.","70.298","4444.998"
"Die Einstufungskriterien für diese Gefahrenklasse entsprechen nicht der Definition.","70.298","4491.798"
"Die Einstufungskriterien für diese Gefahrenklasse entsprechen nicht der Definition.","70.298","4515.1978"
"Druckdatum: 27.08.2018","64.629","91.862"
"Druckdatum: 27.08.2018","64.629","933.751"
"Druckdatum: 27.08.2018","64.629","1775.6399"
"Druckdatum: 27.08.2018","64.629","2617.529"
"Druckdatum: 27.08.2018","64.629","3459.418"
"Druckdatum: 27.08.2018","64.629","4301.3066"
"Druckdatum: 27.08.2018","64.629","5143.196"
"Druckdatum: 27.08.2018","64.629","5985.0845"
"EG-Nr.: 200-661-7","69.897","1398.709"
"EG-Nr.: 206-114-9","69.897","1336.761"
EUH208,"69.897","1127.333"
Eigenschaften,"64.629","3737.897"
"Einstufung gemäß Verordnung (EG) Nr. 1272/2008 [CLP]","184.047","1311.761"
"Einstufung gemäß Verordnung (EG) Nr. 1272/2008 [CLP]:","64.629","382.13"
"Einstufung gemäß Verordnung (EG) Nr. 1272/2008 [CLP]:","64.629","6178.0645"
Einstufungs-,"449.263","394.97098"
Einstufungs-,"449.263","6190.906"
"EmS-Nr.: F-A, S-B","304.172","5511.535"
"Enthält Hydrazin. Kann allergische Reaktionen hervorrufen.","157.647","1127.333"
Ergebnisse der PBT- und vPvB-Beurteilung,"335.378","4713.299"
Ergänzende Gefahrenmerkmale (EU),"69.897","1115.133"
Farbe: nicht bestimmt,"312.094","3764.1528"
"Flüssigkeit und Dampf entzündbar.","157.647","6441.714"
"Flüssigkeit und Dampf leicht entzündbar.","157.647","6430.0137"
"Für Frischluft sorgen. Bei Reizung der Atemwege Arzt aufsuchen. Sofort ärztlichen Rat einholen/ärztliche","70.298","1540.76"
GHS05,"95.701","689.307"
GHS06,"191.739","689.307"
GHS08,"287.77698","689.307"
GHS09,"383.815","689.307"
GeSi-Reduktionsmittel-GG,"64.629","133.65002"
GeSi-Reduktionsmittel-GG,"71.129","221.24402"
GeSi-Reduktionsmittel-GG,"64.629","975.539"
GeSi-Reduktionsmittel-GG,"64.629","1817.428"
GeSi-Reduktionsmittel-GG,"64.629","2659.317"
GeSi-Reduktionsmittel-GG,"64.629","3501.206"
GeSi-Reduktionsmittel-GG,"64.629","4343.0947"
GeSi-Reduktionsmittel-GG,"64.629","5184.984"
GeSi-Reduktionsmittel-GG,"64.629","6026.8726"
Geeignete Löschmittel:,"64.629","2044.5029"
Gefahr H225-H319-H336,"208.983","1407.8369"
Gefahr H226-H301-H311-H314-H317-H331-H350-,"250.191","1364.1289"
"Gefahr-Nr. (Kemler-","64.327995","5498.935"
Gefahrenhinweise,"235.729","394.97098"
Gefahrenhinweise,"235.729","6190.906"
Gefahrenhinweise,"69.897","6417.8135"
Gefahrenhinweise für Gesundheitsgefahren,"69.897","738.648"
Gefahrenhinweise für Gesundheitsgefahren,"69.897","996.883"
Gefahrenhinweise für Umweltgefahren,"69.897","1073.433"
Gefahrenklassen und Gefahren-,"69.897","394.97098"
Gefahrenklassen und Gefahren-,"69.897","6190.906"
Gefahrenpiktogramme:,"64.629","635.838"
Gefährliche Inhaltsstoffe / Gefährliche Verunreinigungen / Stabilisatoren:,"64.629","1289.32"
Gefährliche Verbrennungsprodukte:,"64.629","2095.247"
Geprüfte Schutzhandschuhe sind zu tragen EN ISO 374 Geeignetes Material: Durchdringungszeit,"70.298","3611.317"
Geruch: nicht bestimmt,"71.999","3774.953"
Gestellbrille mit Seitenschutz DIN EN 166,"70.298","3587.917"
Gesundheitsgefahr,"266.71198","699.248"
Gew-%,"471.36798","1333.561"
Gew-%,"471.36798","1395.509"
Gewässergefährdend,"69.897","558.371"
Gewässergefährdend,"69.897","579.671"
Gewässergefährdend,"69.897","6354.3057"
Gewässergefährdend,"69.897","6375.6055"
"Giftig bei Einatmen.","157.647","1032.2329"
"Giftig bei Einatmen.","70.298","4099.785"
"Giftig bei Einatmen.","157.647","6511.9136"
"Giftig bei Hautkontakt.","157.647","762.54803"
"Giftig bei Hautkontakt.","70.298","4076.3848"
"Giftig bei Hautkontakt.","157.647","6465.114"
"Giftig bei Verschlucken.","157.647","750.848"
"Giftig bei Verschlucken.","70.298","4052.9849"
"Giftig bei Verschlucken.","157.647","6453.4136"
Grenzwert,"280.16797","3131.462"
Grenzwerttyp,"69.897","2941.6938"
Grenzwerttyp,"69.897","3131.462"
H225,"69.897","6430.0137"
H226,"69.897","6441.714"
H301,"69.897","750.848"
H301,"69.897","6453.4136"
"H301: Giftig bei Verschlucken.","235.729","416.771"
"H301: Giftig bei Verschlucken.","235.729","6212.7056"
H311,"69.897","762.54803"
H311,"69.897","6465.114"
"H311: Giftig bei Hautkontakt.","235.729","428.47098"
"H311: Giftig bei Hautkontakt.","235.729","6224.406"
H314,"69.897","774.24805"
H314,"69.897","6476.8135"
H314: Verursacht schwere Verätzungen der Haut,"235.729","440.171"
H314: Verursacht schwere Verätzungen der Haut,"235.729","6236.1055"
H317,"69.897","1008.833"
H317,"69.897","6488.5137"
H317: Kann allergische Hautreaktionen,"235.729","461.47098"
H317: Kann allergische Hautreaktionen,"235.729","6257.406"
H318,"69.897","1020.533"
"H318: Verursacht schwere Augenschäden.","235.729","482.771"
"H318: Verursacht schwere Augenschäden.","235.729","6278.7056"
H319,"69.897","6500.214"
H331,"69.897","1032.2329"
H331,"69.897","6511.9136"
"H331: Giftig bei Einatmen.","235.729","504.07098"
"H331: Giftig bei Einatmen.","235.729","6300.006"
H336,"69.897","1043.933"
H336,"69.897","6523.614"
H336: Kann Schläfrigkeit und Benommenheit,"235.729","525.371"
H336: Kann Schläfrigkeit und Benommenheit,"235.729","6321.3057"
H350,"69.897","1055.633"
H350,"69.897","6535.3135"
"H350: Kann Krebs erzeugen.","235.729","546.671"
"H350: Kann Krebs erzeugen.","235.729","6342.6055"
H400,"69.897","1085.633"
"H400: Sehr giftig für Wasserorganismen.","235.729","558.371"
"H400: Sehr giftig für Wasserorganismen.","235.729","6354.3057"
H410,"69.897","1097.333"
H410,"184.047","1374.209"
H410,"69.897","6547.0137"
H410: Sehr giftig für Wasserorganismen mit,"235.729","579.671"
H410: Sehr giftig für Wasserorganismen mit,"235.729","6375.6055"
HYDROGENDIFLUORIDE,"304.172","5250.0312"
HYDROGENDIFLUORIDE,"424.219","5250.0312"
"HYDROGENDIFLUORIDE,","64.327995","5250.0312"
"HYDROGENDIFLUORIDE,","184.125","5250.0312"
Handelsname/Bezeichnung:,"64.629","204.406"
